-123,129	0.828571429
-57,57	0.855895197
-65,65	0.8173258
200,197	1
77,197	0.991017964
-20,20	0.860927152
-123,111	0.81919147
114,111	0.8125
-107,107	0.944751381
-114,123	0.809924679
-111,123	0.816290394
-24,24	0.820800956
-105,105	0.939130435
-33,33	0.824987605
178,175	1
177,175	1
151,71	0.834196891
-166,166	0.88
-123,114	0.812444444
111,114	0.810703229
-51,51	0.832214765
110,115	0.877669903
-188,188	1
-194,188	1
194,188	1
-25,45	1
-156,156	0.833333333
-12,12	0.820638821
-215,215	0.850574713
-122,122	0.850393701
-121,122	0.843137255
121,122	0.833333333
101,23	1
22,23	0.901960784
40,39	1
41,39	1
38,39	0.992647059
-163,163	0.843122677
-162,162	0.891041162
-181,181	0.909090909
178,177	1
175,177	1
-63,63	0.810483871
197,199	1
77,199	0.96969697
-2,2	0.814149284
-161,161	0.893939394
-31,31	1
40,41	1
39,41	1
38,41	1
115,110	0.843283582
0,127	0.820244328
175,178	1
177,178	1
-195,195	0.826979472
-66,66	0.808432148
-180,180	0.879310345
197,77	0.991017964
200,77	0.996441281
-164,164	0.830601093
-123,128	0.825842697
-122,121	0.811320755
122,121	0.801886792
40,38	1
41,38	1
39,38	0.992647059
197,200	1
77,200	0.996441281
39,40	1
38,40	1
41,40	1
-194,194	1
-188,194	1
188,194	1
-25,113	1
