-627,622	0.901098901
-409,408	1
-3,1168	0.864386792
-571,209	0.844827586
-193,209	0.828571429
-185,209	0.84939759
-573,209	0.822485207
578,209	0.848314607
217,209	0.83030303
581,209	0.830409357
-14,14	0.855895197
-1244,1270	0.886138614
1122,1120	1
1121,1120	1
1126,1120	1
1125,1120	1
1153,1154	1
1155,1154	1
1156,1154	1
1152,1154	1
-1059,1026	0.934782609
-1088,1115	0.875796178
-290,311	0.957446809
-169,158	1
-57,59	0.978494624
-877,934	1
-989,1021	0.859747546
-110,103	0.843023256
-112,103	0.847619048
-216,103	0.846456693
143,103	0.847744361
105,103	0.855750487
141,103	0.8359375
-214,103	0.848722986
-193,554	0.808988764
193,189	0.814666667
-111,189	0.823737821
-217,189	0.814831261
-115,189	0.813829787
-215,189	0.816925734
-856,869	0.961038961
-1274,1274	0.8173258
-801,773	0.896024465
-1033,1049	0.828037383
1153,1155	1
1154,1155	1
1152,1155	1
1156,1155	1
809,806	1
1311,806	0.991017964
-243,1139	0.995726496
-217,187	0.806451613
-1075,187	0.8
-173,144	0.829213483
-141,110	0.865497076
-143,110	0.864661654
216,110	0.869306931
112,110	0.858778626
-105,110	0.859922179
214,110	0.858546169
-103,110	0.852941176
-942,944	0.984375
-928,875	0.96713615
-278,306	0.910667823
-1305,1291	0.826655052
-929,876	0.993079585
-1081,1081	0.860927152
-1062,1053	0.977272727
-1266,1264	0.9
-1300,1288	0.836265223
-984,1114	0.851449275
-1256,1258	0.832095097
-170,197	1
-863,921	0.935361217
-1334,1312	0.860390764
-56,49	0.83583672
-937,880	0.905660377
-300,285	0.844
-372,371	1
-667,670	0.869309838
-900,852	0.824885284
-869,856	0.967320261
-193,111	0.81919147
217,111	0.810750777
-189,111	0.822281167
115,111	0.8125
215,111	0.80977086
-1301,1157	0.862029208
-53,53	0.944751381
-1090,1190	0.819466582
-1318,1332	0.944785276
189,193	0.810703229
-215,193	0.815391267
-115,193	0.809924679
-111,193	0.816290394
-217,193	0.813926611
